,TP_ESCOLA,TP_PRESENCA_CH,TP_PRESENCA_CN,TP_PRESENCA_LC,NU_IDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
1540,1,0,0,0,37,1,9,,0,,,,,,
1541,1,1,1,1,20,1,3,,0,464.3,622.5,587.6,509.9,1.0,640.0
1542,2,1,1,1,19,2,0,1.0,0,430.5,495.0,530.1,479.3,1.0,520.0
1543,2,1,1,1,19,2,0,1.0,0,417.5,438.2,497.0,386.5,1.0,480.0
1544,1,1,1,1,18,3,0,,0,454.9,517.3,476.2,455.0,1.0,580.0
1545,1,1,1,1,38,1,9,,0,442.6,515.1,470.6,493.8,1.0,340.0
1546,1,1,1,1,34,1,1,,0,449.9,553.6,554.3,503.5,1.0,540.0
1547,1,0,0,0,20,1,2,,0,,,,,,
1548,1,0,0,0,18,3,0,,0,,,,,,
1549,2,1,1,1,25,2,0,3.0,0,426.3,581.4,519.4,572.8,1.0,700.0
1550,1,0,0,0,20,1,2,,0,,,,,,
1551,3,1,1,1,17,2,0,1.0,0,536.7,604.8,608.9,609.9,1.0,520.0
1552,2,0,0,0,26,2,0,3.0,0,,,,,,
1553,2,1,1,1,18,2,0,1.0,0,568.1,647.8,563.1,565.4,1.0,640.0
1554,1,1,1,1,17,3,0,,1,463.5,615.1,571.7,446.6,1.0,460.0
1555,1,1,1,1,16,3,0,,1,611.7,637.1,649.2,493.6,1.0,640.0
1556,1,1,1,1,17,3,0,,1,384.0,424.6,483.3,383.8,1.0,380.0
1557,1,1,1,1,43,4,0,,0,464.0,475.5,539.1,472.8,1.0,280.0
1558,1,1,1,1,32,4,0,,0,375.8,472.7,386.0,339.7,6.0,0.0
1559,1,1,1,1,15,3,0,,1,428.3,490.1,456.3,359.7,1.0,460.0
1560,1,0,0,0,18,3,0,,0,,,,,,
1561,1,1,1,1,20,1,2,,0,442.1,503.9,521.5,404.8,1.0,580.0
1562,1,1,1,0,32,1,10,,0,681.7,363.0,,,,
1563,2,1,1,1,19,2,0,1.0,0,452.9,414.7,471.5,394.2,1.0,560.0
1564,3,1,1,1,22,2,0,3.0,0,420.0,449.0,505.7,408.0,1.0,520.0
1565,1,0,0,0,17,3,0,,1,,,,,,
1566,1,1,1,1,22,1,3,,0,506.3,514.1,486.7,425.4,1.0,620.0
1567,1,0,0,0,20,1,2,,0,,,,,,
1568,1,1,1,1,20,1,3,,0,561.0,567.3,595.3,499.5,1.0,520.0
1569,2,1,1,1,18,2,0,1.0,0,367.8,420.5,476.8,392.0,1.0,520.0
1570,2,0,0,0,26,2,0,1.0,0,,,,,,
1571,1,0,0,0,18,3,0,,0,,,,,,
1572,1,0,0,0,22,1,6,,0,,,,,,
1573,2,1,1,1,17,2,0,1.0,0,402.2,514.0,467.7,360.3,1.0,640.0
1574,1,1,1,1,16,3,0,,1,468.0,484.0,516.0,531.1,1.0,580.0
1575,1,1,1,1,18,1,1,,0,516.4,482.0,548.6,439.0,1.0,640.0
1576,1,0,0,0,25,1,3,,0,,,,,,
1577,2,1,1,1,17,2,0,1.0,0,482.6,448.0,539.4,434.8,1.0,740.0
1578,1,1,1,1,20,1,2,,0,459.3,507.3,425.6,401.1,1.0,380.0
1579,1,1,1,1,30,4,0,,0,578.0,512.1,537.5,374.7,1.0,560.0
1580,2,0,0,0,19,2,0,1.0,0,,,,,,
1581,1,1,1,1,16,3,0,,1,437.0,545.8,509.7,414.3,1.0,460.0
1582,1,1,1,1,27,4,0,,0,499.1,587.5,548.6,455.0,1.0,360.0
1583,1,1,1,1,17,3,0,,1,467.4,586.7,543.8,464.5,1.0,460.0
1584,1,1,1,1,16,3,0,,1,591.7,590.0,468.4,525.6,1.0,740.0
1585,1,0,0,0,18,1,1,,0,,,,,,
1586,1,0,0,0,33,1,10,,0,,,,,,
1587,2,1,1,1,17,2,0,1.0,0,479.1,468.6,393.5,402.8,1.0,500.0
1588,1,1,1,1,15,3,0,,1,532.0,563.2,580.9,566.6,1.0,580.0
1589,1,0,0,0,38,1,10,,0,,,,,,
1590,2,1,1,1,16,2,0,1.0,0,452.1,470.4,465.8,365.4,1.0,240.0
1591,1,0,0,0,30,1,5,,0,,,,,,
1592,2,1,1,1,19,2,0,3.0,0,420.5,452.5,478.2,397.4,1.0,420.0
1593,2,1,1,1,18,2,0,1.0,0,385.7,433.3,396.2,381.0,1.0,300.0
1594,3,1,1,1,17,2,0,1.0,0,487.4,594.7,632.0,675.6,1.0,560.0
1595,1,1,1,1,18,1,1,,0,589.6,632.9,534.9,740.9,1.0,600.0
1596,2,1,1,1,19,2,0,1.0,0,427.8,507.6,501.2,479.7,1.0,520.0
1597,2,1,1,1,17,2,0,1.0,0,446.2,499.5,509.0,359.8,1.0,580.0
1598,1,1,1,1,19,1,2,,0,409.0,534.6,474.8,420.3,1.0,380.0
1599,1,1,1,1,42,1,4,,0,471.7,599.0,537.8,466.8,1.0,700.0
1600,2,1,1,1,17,2,0,1.0,0,406.2,519.2,482.3,433.4,1.0,520.0
1601,1,1,1,1,38,1,10,,0,423.6,475.0,521.8,630.0,1.0,540.0
1602,2,1,1,1,17,2,0,1.0,0,555.9,572.6,571.4,482.0,1.0,540.0
1603,1,1,1,1,19,1,2,,0,385.0,502.1,434.0,406.2,1.0,380.0
1604,1,1,1,1,15,3,0,,1,419.6,543.5,472.6,602.8,1.0,500.0
1605,1,1,1,1,28,1,10,,0,522.4,603.6,594.5,443.1,1.0,580.0
1606,1,1,1,1,18,1,1,,0,450.3,531.8,540.3,422.7,1.0,840.0
1607,1,0,0,0,48,1,1,,0,,,,,,
1608,1,0,0,0,31,1,6,,0,,,,,,
1609,1,1,1,1,21,1,1,,0,503.9,420.8,482.0,399.3,1.0,440.0
1610,1,0,0,0,20,1,2,,0,,,,,,
1611,1,1,1,1,17,3,0,,1,398.3,455.0,542.9,423.7,1.0,520.0
1612,1,1,1,1,15,3,0,,1,443.2,553.8,552.7,456.2,1.0,500.0
1613,1,1,1,1,20,1,2,,0,614.7,620.3,561.2,581.2,1.0,760.0
1614,1,0,0,0,48,1,10,,0,,,,,,
1615,1,0,0,0,27,1,7,,0,,,,,,
1616,1,1,1,1,16,3,0,,1,406.0,477.5,493.2,411.6,1.0,400.0
1617,3,1,1,1,18,2,0,1.0,0,619.3,632.3,615.7,686.5,1.0,540.0
1618,1,0,0,0,20,1,1,,0,,,,,,
1619,1,1,1,1,16,3,0,,1,418.3,482.8,413.1,415.0,6.0,0.0
1620,1,1,1,1,20,1,3,,0,396.8,554.0,532.0,418.7,1.0,780.0
1621,2,1,1,1,17,2,0,1.0,0,506.6,545.8,566.0,353.2,1.0,560.0
1622,1,1,1,1,20,1,3,,0,435.9,547.1,551.7,508.7,1.0,300.0
1623,1,0,0,0,21,4,0,,0,,,,,,
1624,1,0,0,0,23,1,6,,0,,,,,,
1625,1,0,0,0,21,1,4,,0,,,,,,
1626,1,1,1,1,18,1,1,,0,508.6,536.6,566.6,492.9,1.0,420.0
1627,1,0,0,0,19,4,0,,0,,,,,,
1628,1,1,1,1,17,3,0,,1,455.3,569.6,557.3,448.8,1.0,600.0
1629,1,1,1,1,30,1,10,,0,596.5,667.6,625.0,456.7,1.0,580.0
1630,1,1,1,0,35,1,10,,0,534.2,635.1,,,,
1631,1,1,1,1,29,1,2,,0,391.7,565.7,411.2,404.8,1.0,520.0
1632,2,1,1,1,18,2,0,1.0,0,387.3,438.0,488.1,463.8,1.0,520.0
1633,1,1,1,1,20,1,1,,0,390.8,426.8,460.3,590.3,1.0,320.0
1634,1,0,0,0,16,3,0,,1,,,,,,
1635,1,1,1,1,20,1,4,,0,478.3,620.1,576.7,519.5,1.0,600.0
1636,1,1,1,1,23,1,4,,0,550.6,620.4,569.4,542.8,1.0,760.0
1637,1,1,1,1,53,1,10,,0,465.7,499.5,503.0,457.4,1.0,400.0
1638,1,1,1,1,23,4,0,,0,482.0,444.7,491.3,461.6,1.0,400.0
1639,1,1,1,1,43,1,10,,0,460.7,500.1,509.7,439.9,1.0,560.0
1640,1,0,0,0,29,1,6,,0,,,,,,
1641,2,1,1,1,37,2,0,3.0,0,433.1,541.2,539.4,544.2,1.0,520.0
1642,2,1,1,1,17,2,0,1.0,0,488.7,563.1,521.2,455.4,1.0,580.0
1643,1,1,1,1,19,1,2,,0,517.8,574.8,536.0,521.5,1.0,660.0
1644,1,1,1,1,16,3,0,,1,482.3,431.3,538.2,444.6,1.0,480.0
1645,3,1,1,1,17,2,0,1.0,0,714.2,644.5,620.1,804.6,1.0,680.0
1646,1,1,1,1,23,4,0,,0,377.2,403.6,487.6,400.3,1.0,560.0
1647,1,1,1,1,19,1,1,,0,383.7,458.8,423.7,401.3,1.0,560.0
1648,1,0,0,0,23,1,6,,0,,,,,,
1649,2,1,1,1,17,2,0,1.0,0,386.1,495.7,498.5,432.5,1.0,500.0
1650,2,1,1,1,19,2,0,1.0,0,492.1,557.2,522.6,528.3,1.0,640.0
1651,1,1,1,1,19,1,2,,0,523.7,587.8,541.3,542.1,1.0,700.0
1652,2,1,1,1,17,2,0,1.0,0,527.6,485.9,523.8,435.9,1.0,620.0
1653,1,0,0,0,16,3,0,,1,,,,,,
1654,1,1,1,1,41,1,10,,0,387.9,585.3,450.5,377.4,1.0,560.0
1655,1,1,1,1,17,3,0,,1,405.1,408.9,405.6,405.7,1.0,480.0
1656,1,1,1,1,19,1,1,,0,428.5,344.7,500.0,433.4,1.0,560.0
1657,1,1,1,1,20,1,1,,0,492.5,501.1,491.5,458.9,1.0,440.0
1658,1,1,1,1,41,1,10,,0,433.9,544.9,473.8,508.7,1.0,440.0
1659,1,1,1,1,18,3,0,,0,449.9,441.5,471.0,392.5,1.0,80.0
1660,1,1,1,1,20,4,0,,0,376.0,566.7,543.9,513.9,1.0,520.0
1661,1,1,1,1,24,1,1,,0,480.9,580.5,581.9,570.6,1.0,600.0
1662,2,0,0,1,19,2,0,1.0,0,,,492.1,397.6,1.0,500.0
1663,3,1,1,1,17,2,0,1.0,0,617.6,667.9,628.0,676.4,1.0,760.0
1664,1,1,1,1,19,1,1,,0,394.0,465.2,552.1,429.1,1.0,600.0
1665,2,1,1,1,18,2,0,1.0,0,453.0,483.6,516.1,483.5,6.0,0.0
1666,1,0,0,0,15,3,0,,1,,,,,,
1667,1,1,1,1,17,3,0,,1,422.5,447.2,371.3,369.8,1.0,360.0
1668,1,1,1,1,18,1,1,,0,447.7,471.6,470.5,422.6,1.0,480.0
1669,2,0,0,0,19,2,0,1.0,0,,,,,,
1670,2,1,1,1,18,2,0,1.0,0,481.8,397.9,449.8,519.1,1.0,480.0
1671,2,1,1,1,17,2,0,1.0,0,598.0,633.7,602.2,534.2,1.0,540.0
1672,1,1,1,1,17,3,0,,1,370.6,434.9,450.2,402.1,1.0,400.0
1673,2,1,1,1,17,2,0,1.0,0,503.9,602.4,604.6,442.6,1.0,840.0
1674,1,1,1,1,37,1,10,,0,460.3,598.9,584.7,366.9,1.0,600.0
1675,2,1,1,1,17,2,0,1.0,0,438.6,564.6,508.4,550.5,1.0,480.0
1676,2,1,1,1,18,2,0,1.0,0,453.6,531.5,483.3,403.4,1.0,440.0
1677,1,1,1,1,20,1,3,,0,487.0,518.4,521.0,540.9,1.0,680.0
1678,1,1,1,1,44,1,10,,0,389.8,511.5,480.5,407.6,1.0,340.0
1679,2,1,1,1,17,2,0,1.0,0,484.0,544.9,504.0,446.8,1.0,360.0
1680,2,0,0,0,19,2,0,3.0,0,,,,,,
1681,1,1,1,1,28,1,10,,0,534.6,522.1,436.9,383.2,1.0,520.0
1682,1,1,1,1,21,3,0,,0,454.6,504.4,456.7,488.0,1.0,380.0
1683,1,1,1,1,28,1,6,,0,444.3,478.8,447.0,376.8,1.0,560.0
1684,1,1,1,1,16,3,0,,1,483.3,452.8,427.4,635.9,1.0,520.0
1685,1,1,1,1,21,1,2,,0,563.3,583.5,465.6,654.2,1.0,840.0
1686,2,1,1,1,18,2,0,1.0,0,449.7,535.6,631.4,405.7,1.0,440.0
1687,2,1,1,1,18,2,0,1.0,0,389.1,417.6,375.6,363.4,1.0,260.0
1688,1,0,0,0,21,1,2,,0,,,,,,
1689,2,1,1,0,17,2,0,1.0,0,367.9,414.1,,,,
1690,1,1,1,1,18,1,1,,0,477.3,457.2,497.6,489.7,1.0,480.0
1691,1,1,1,1,18,1,1,,0,451.1,518.5,546.7,373.9,1.0,580.0
1692,1,1,1,1,20,1,3,,0,463.5,537.9,545.9,427.1,1.0,600.0
1693,1,1,1,1,18,1,1,,0,601.5,598.1,614.2,472.6,1.0,680.0
1694,1,0,0,0,23,1,6,,0,,,,,,
1695,1,0,0,0,17,3,0,,1,,,,,,
1696,1,1,1,0,24,1,1,,0,493.4,587.9,,,,
1697,1,1,1,1,19,1,2,,0,518.8,547.3,567.6,527.8,1.0,500.0
1698,2,1,1,1,18,2,0,1.0,0,444.8,488.7,449.2,385.6,1.0,480.0
1699,3,1,1,1,17,2,0,1.0,0,686.1,697.0,650.0,908.8,1.0,640.0
1700,1,0,0,0,19,1,2,,0,,,,,,
1701,1,1,1,1,18,1,1,,0,459.0,466.4,592.8,584.7,1.0,680.0
1702,1,1,1,1,23,1,5,,0,422.4,529.6,536.8,596.8,1.0,540.0
1703,1,0,0,0,26,1,6,,0,,,,,,
1704,1,1,1,1,20,1,3,,0,543.1,558.2,591.1,676.8,1.0,600.0
1705,1,1,1,1,32,1,10,,0,496.2,514.9,499.0,399.6,1.0,560.0
1706,1,0,0,0,20,1,2,,0,,,,,,
1707,1,0,0,0,30,1,1,,0,,,,,,
1708,2,1,1,1,18,2,0,1.0,0,507.3,454.0,546.8,366.0,1.0,480.0
1709,2,1,1,1,17,2,0,1.0,0,616.6,612.1,606.4,530.7,1.0,860.0
1710,1,1,1,1,20,1,1,,0,648.7,654.2,656.4,672.4,1.0,760.0
1711,1,1,1,1,17,3,0,,1,465.4,454.6,531.8,469.3,1.0,500.0
1712,1,1,1,1,24,1,4,,0,468.7,471.5,495.2,430.5,1.0,400.0
1713,1,1,1,1,18,3,0,,0,429.1,522.3,405.7,345.9,1.0,440.0
1714,2,1,1,1,18,2,0,1.0,0,463.2,564.8,520.1,624.6,1.0,660.0
1715,2,1,1,0,22,2,0,1.0,0,429.8,421.1,,,,
1716,1,1,1,1,18,1,1,,0,381.9,481.9,505.6,362.6,1.0,560.0
1717,2,0,0,0,17,2,0,1.0,0,,,,,,
1718,2,1,1,1,17,2,0,1.0,0,370.3,490.6,464.2,452.6,1.0,520.0
1719,1,0,0,0,15,3,0,,1,,,,,,
1720,1,0,0,0,31,1,10,,0,,,,,,
1721,2,1,1,1,28,2,0,1.0,0,427.8,436.6,494.5,410.0,1.0,400.0
1722,1,1,1,1,15,3,0,,1,475.6,548.7,534.1,533.1,1.0,820.0
1723,1,1,1,1,16,3,0,,1,442.7,562.5,542.4,463.7,1.0,520.0
1724,1,1,1,1,18,1,1,,0,427.6,518.7,448.7,472.4,1.0,660.0
1725,2,1,1,1,18,2,0,1.0,0,463.3,496.4,542.2,440.3,1.0,520.0
1726,1,1,1,1,29,1,7,,0,419.3,520.3,490.7,374.7,1.0,320.0
1727,1,1,1,0,16,3,0,,1,568.4,558.9,,,,
1728,1,0,0,0,42,4,0,,0,,,,,,
1729,1,0,0,0,30,4,0,,0,,,,,,
1730,1,1,1,1,20,1,2,,0,411.9,521.7,488.0,432.6,1.0,320.0
1731,1,1,1,1,21,1,1,,0,448.4,488.4,459.8,519.5,1.0,480.0
1732,1,0,0,0,18,3,0,,1,,,,,,
1733,1,0,0,0,23,1,7,,0,,,,,,
1734,2,1,1,1,17,2,0,1.0,0,388.4,462.5,415.5,409.5,1.0,560.0
1735,1,1,1,1,19,1,1,,0,581.7,645.9,604.1,630.1,1.0,620.0
1736,1,1,1,1,24,1,4,,0,470.2,541.3,530.2,555.6,1.0,520.0
1737,1,1,1,1,19,3,0,,0,591.9,586.2,625.6,586.4,1.0,600.0
1738,1,1,1,1,16,3,0,,1,477.6,441.9,462.4,372.3,1.0,460.0
1739,1,1,1,1,16,3,0,,1,419.2,547.5,472.1,388.2,1.0,540.0
1740,1,1,1,1,23,1,5,,0,429.2,641.4,560.5,479.7,1.0,520.0
1741,3,1,1,1,18,2,0,1.0,0,519.0,616.0,604.4,487.2,1.0,540.0
1742,1,1,1,1,16,3,0,,1,502.9,562.8,526.9,660.2,1.0,680.0
1743,1,1,1,1,16,3,0,,1,416.1,414.2,566.4,377.7,1.0,460.0
1744,1,0,0,0,18,1,1,,0,,,,,,
1745,1,1,1,1,28,4,0,,0,553.9,532.5,587.1,495.1,1.0,480.0
1746,1,1,1,1,20,1,3,,0,461.6,574.2,583.4,464.4,1.0,520.0
1747,1,1,1,1,22,1,3,,0,555.1,444.6,582.0,598.2,1.0,680.0
1748,1,1,1,1,16,3,0,,1,446.8,502.1,463.2,558.1,1.0,320.0
1749,1,1,1,1,17,3,0,,1,437.2,390.9,462.2,382.1,1.0,600.0
1750,2,0,0,0,20,2,0,1.0,0,,,,,,
1751,1,1,1,1,19,1,1,,0,419.6,531.3,454.2,436.0,1.0,480.0
1752,1,1,1,1,22,1,5,,0,411.3,498.1,353.8,440.7,1.0,560.0
1753,1,0,0,0,16,3,0,,1,,,,,,
1754,3,1,1,1,17,2,0,1.0,0,488.2,478.7,519.8,672.2,1.0,500.0
1755,1,1,1,0,21,3,0,,0,471.0,471.1,,,,
1756,1,0,0,0,19,1,1,,0,,,,,,
1757,1,1,1,1,22,1,3,,0,472.6,570.8,503.9,508.1,1.0,460.0
1758,3,1,1,1,17,2,0,1.0,0,696.4,698.8,691.7,712.8,1.0,920.0
1759,1,0,0,0,56,1,10,,0,,,,,,
1760,2,1,1,1,17,2,0,1.0,0,381.3,386.7,449.8,423.1,1.0,520.0
1761,2,0,0,0,20,2,0,1.0,0,,,,,,
1762,1,1,1,1,17,3,0,,1,459.1,475.4,496.5,385.8,1.0,440.0
1763,1,1,1,1,16,3,0,,1,623.2,649.4,679.2,532.5,1.0,880.0
1764,1,1,1,1,16,3,0,,1,501.1,603.6,570.2,494.0,1.0,540.0
1765,1,0,0,0,27,1,9,,0,,,,,,
1766,1,1,1,1,18,1,2,,0,388.4,558.9,465.8,350.7,1.0,400.0
1767,2,1,1,1,17,2,0,1.0,0,376.8,561.6,597.1,377.2,1.0,640.0
1768,2,1,1,1,17,2,0,1.0,0,502.0,511.9,518.2,461.0,1.0,600.0
1769,1,1,1,1,17,3,0,,1,433.5,497.2,515.0,494.2,1.0,520.0
1770,1,0,0,0,21,1,1,,0,,,,,,
1771,1,1,1,1,18,1,2,,0,685.2,634.6,625.4,758.2,1.0,800.0
1772,2,0,0,0,17,2,0,1.0,0,,,,,,
1773,2,0,0,0,18,2,0,1.0,0,,,,,,
1774,1,0,0,0,34,1,10,,0,,,,,,
1775,1,2,2,0,19,1,2,,0,,,,,,
1776,1,1,1,1,21,1,2,,0,559.0,547.6,501.9,468.0,1.0,600.0
1777,1,1,1,1,43,4,0,,0,416.4,553.9,555.7,346.8,1.0,520.0
1778,1,1,1,1,17,3,0,,1,394.5,543.4,568.1,404.4,1.0,560.0
1779,2,0,0,0,18,2,0,1.0,0,,,,,,
1780,1,0,0,0,18,3,0,,0,,,,,,
1781,1,1,1,1,19,1,2,,0,438.4,488.7,410.0,337.3,1.0,320.0
1782,1,1,1,1,19,1,1,,0,565.3,688.6,655.9,442.0,1.0,620.0
1783,2,0,0,0,22,2,0,1.0,0,,,,,,
1784,1,1,1,1,23,4,0,,0,508.9,518.4,485.5,410.3,1.0,560.0
1785,1,1,1,1,25,4,0,,0,406.3,541.8,480.7,466.9,1.0,460.0
1786,1,1,1,1,15,3,0,,1,489.0,465.5,419.6,525.9,1.0,420.0
1787,1,1,1,1,21,1,4,,0,622.1,608.6,623.7,497.6,1.0,600.0
1788,1,1,1,1,19,1,1,,0,369.0,500.9,418.7,449.2,1.0,580.0
1789,1,0,0,0,29,1,10,,0,,,,,,
1790,2,0,0,0,17,2,0,1.0,0,,,,,,
1791,2,1,1,1,18,2,0,1.0,0,494.2,482.0,526.7,409.4,1.0,400.0
1792,2,1,1,1,18,2,0,1.0,0,471.8,580.3,481.6,632.1,1.0,520.0
1793,1,1,1,1,30,1,10,,0,587.7,639.1,560.2,622.8,1.0,640.0
1794,1,1,1,1,18,4,0,,0,591.2,636.8,647.8,558.8,1.0,720.0
1795,1,0,0,0,17,1,1,,0,,,,,,
1796,2,1,1,1,17,2,0,1.0,0,484.7,531.2,554.2,413.4,1.0,680.0
1797,2,0,0,0,17,2,0,1.0,0,,,,,,
1798,1,1,1,1,22,1,4,,0,488.2,575.9,588.9,426.2,1.0,560.0
1799,2,1,1,1,18,2,0,1.0,0,534.7,568.0,513.2,544.2,1.0,620.0
1800,1,1,1,1,44,1,10,,0,448.3,511.4,478.0,490.9,1.0,460.0
1801,1,1,1,1,16,3,0,,1,483.6,626.4,583.0,449.6,1.0,560.0
1802,1,1,1,1,17,3,0,,1,415.7,472.1,416.5,498.4,1.0,440.0
1803,2,1,1,1,17,2,0,1.0,0,487.8,606.8,630.9,565.5,1.0,920.0
1804,1,1,1,1,19,3,0,,0,497.8,480.1,466.4,420.2,1.0,400.0
1805,1,0,0,1,18,3,0,,1,,,454.2,466.8,1.0,200.0
1806,2,1,1,1,18,2,0,1.0,0,437.8,401.4,503.4,380.3,1.0,500.0
1807,2,0,0,0,18,2,0,1.0,0,,,,,,
1808,1,1,1,1,25,1,2,,0,383.4,561.3,392.4,560.2,1.0,540.0
1809,1,0,0,1,28,1,7,,0,,,374.4,329.0,1.0,340.0
1810,1,1,1,1,27,3,0,,0,408.7,446.2,481.2,413.9,1.0,560.0
1811,1,1,1,1,19,1,1,,0,564.6,604.5,589.1,682.8,1.0,540.0
1812,2,1,1,0,17,2,0,1.0,0,440.3,495.3,,,,
1813,1,1,1,1,27,1,8,,0,445.2,533.3,513.4,502.7,1.0,460.0
1814,4,1,1,1,30,2,0,,0,406.5,373.1,419.6,359.3,1.0,320.0
1815,2,1,1,1,17,2,0,1.0,0,398.5,392.3,495.5,446.7,1.0,420.0
1816,1,1,1,1,22,1,5,,0,472.4,545.1,534.7,412.2,1.0,360.0
1817,3,1,1,1,18,2,0,1.0,0,582.5,599.7,570.6,590.3,1.0,540.0
1818,1,1,1,1,29,1,5,,0,482.1,535.8,415.3,369.6,1.0,460.0
1819,2,0,0,0,18,2,0,1.0,0,,,,,,
1820,1,0,0,0,23,1,3,,0,,,,,,
1821,2,0,0,0,17,2,0,1.0,0,,,,,,
1822,3,1,1,1,18,2,0,1.0,0,623.9,683.0,667.9,705.4,1.0,940.0
1823,2,1,1,1,20,2,0,1.0,0,378.8,506.0,513.0,430.9,1.0,560.0
1824,1,1,1,1,23,1,6,,0,480.6,471.4,491.5,375.4,1.0,320.0
1825,1,1,1,1,18,1,2,,0,671.6,628.3,569.9,757.2,1.0,720.0
1826,2,1,1,1,17,2,0,1.0,0,417.8,528.6,527.9,429.8,1.0,480.0
1827,1,1,1,1,24,1,6,,0,349.4,453.8,480.2,385.3,1.0,640.0
1828,1,1,1,1,16,3,0,,1,573.2,597.3,613.6,604.6,1.0,960.0
1829,2,1,1,1,18,2,0,1.0,0,422.9,458.2,486.4,367.8,1.0,420.0
1830,1,1,1,1,30,1,10,,0,562.5,634.0,635.0,496.0,1.0,500.0
1831,2,1,1,1,19,2,0,1.0,0,526.5,510.1,559.0,475.0,1.0,580.0
1832,1,0,0,0,20,1,2,,0,,,,,,
1833,1,1,1,1,23,1,6,,0,419.3,429.6,443.8,357.0,1.0,460.0
1834,3,1,1,1,17,2,0,1.0,0,532.9,527.0,494.4,454.3,1.0,660.0
1835,1,1,1,1,25,1,6,,0,482.4,624.5,544.9,553.9,1.0,500.0
1836,1,1,1,1,40,4,0,,0,377.4,425.0,462.5,391.6,8.0,0.0
1837,1,1,1,1,25,1,7,,0,528.4,535.3,538.7,339.2,1.0,480.0
1838,1,0,0,0,24,3,0,,0,,,,,,
1839,1,1,1,1,34,1,10,,0,409.8,494.5,485.9,515.6,1.0,620.0
1840,1,1,1,1,37,1,10,,0,507.3,645.7,458.1,720.5,1.0,700.0
1841,1,0,0,0,30,1,10,,0,,,,,,
1842,2,1,1,1,17,2,0,1.0,0,383.4,479.2,496.7,480.6,1.0,400.0
1843,1,0,0,1,16,3,0,,1,,,373.6,381.1,1.0,580.0
1844,1,0,0,0,21,4,0,,0,,,,,,
1845,2,1,1,1,17,2,0,1.0,0,563.2,552.9,504.2,387.3,1.0,560.0
1846,1,1,1,1,20,1,2,,0,420.1,555.0,493.5,497.8,1.0,540.0
1847,1,1,1,1,28,1,8,,0,451.3,381.7,438.3,487.5,1.0,320.0
1848,1,1,1,1,16,3,0,,1,422.0,387.0,481.9,431.5,1.0,360.0
1849,1,1,1,1,16,3,0,,1,563.7,600.1,577.7,498.2,1.0,760.0
1850,1,1,1,1,31,1,10,,0,419.6,548.0,540.2,545.8,1.0,720.0
1851,1,1,1,1,20,1,1,,0,400.8,548.2,548.6,554.0,1.0,440.0
1852,1,0,0,0,19,1,2,,0,,,,,,
1853,1,1,1,1,19,1,3,,0,450.2,507.4,517.4,557.8,1.0,380.0
1854,3,1,1,1,17,2,0,1.0,0,555.5,574.8,518.2,584.4,1.0,720.0
1855,3,1,1,1,17,2,0,1.0,0,525.5,548.6,485.2,469.3,1.0,520.0
1856,1,0,0,0,22,1,3,,0,,,,,,
1857,3,1,1,1,17,2,0,1.0,0,463.4,612.4,584.2,505.2,1.0,680.0
1858,1,1,1,1,20,3,0,,0,393.1,562.9,573.1,485.2,1.0,520.0
1859,1,1,1,0,16,3,0,,1,498.0,549.5,,,,
1860,1,0,0,0,27,1,5,,0,,,,,,
1861,2,1,1,1,17,2,0,1.0,0,380.1,517.2,537.3,448.4,1.0,560.0
1862,1,0,0,0,19,1,2,,0,,,,,,
1863,1,0,0,0,26,1,9,,0,,,,,,
1864,2,1,1,1,18,2,0,1.0,0,504.8,586.1,563.7,453.1,1.0,600.0
1865,2,1,1,1,19,2,0,1.0,0,440.6,528.5,423.4,565.8,1.0,420.0
1866,1,0,0,0,34,1,10,,0,,,,,,
1867,1,1,1,1,15,3,0,,1,398.7,484.9,378.6,348.2,4.0,0.0
1868,2,1,1,1,19,2,0,1.0,0,452.7,482.7,573.6,416.1,1.0,580.0
1869,1,1,1,1,15,3,0,,1,510.8,594.6,569.4,513.0,1.0,580.0
1870,1,1,1,1,18,3,0,,0,444.8,536.1,545.3,479.9,1.0,680.0
1871,1,0,0,0,50,1,10,,0,,,,,,
1872,3,1,1,1,17,2,0,1.0,0,658.2,638.5,646.9,811.2,1.0,840.0
1873,2,0,0,0,41,2,0,3.0,0,,,,,,
1874,2,1,1,1,19,2,0,1.0,0,381.1,540.4,385.5,458.2,1.0,500.0
1875,1,0,0,0,28,1,7,,0,,,,,,
1876,1,1,1,1,24,1,7,,0,618.0,629.3,569.6,615.2,1.0,780.0
1877,1,1,1,1,18,1,1,,0,636.8,694.4,637.7,747.9,1.0,760.0
1878,2,0,0,0,19,2,0,3.0,0,,,,,,
1879,1,0,0,0,23,1,6,,0,,,,,,
1880,1,0,0,0,26,3,0,,0,,,,,,
1881,2,1,1,1,18,2,0,1.0,0,493.3,569.5,571.0,483.8,1.0,580.0
1882,1,1,1,1,18,1,2,,0,444.8,519.7,546.4,522.9,1.0,600.0
1883,1,1,1,1,19,1,1,,0,589.2,593.3,590.8,558.0,1.0,580.0
1884,1,0,0,0,21,1,3,,0,,,,,,
1885,1,0,0,0,21,1,4,,0,,,,,,
